jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.2,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.2 (What kinds of State expenditures count toward meeting a State's basic MOE expenditure requirement?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.3,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.3 (When do child care expenditures count?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.4,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.4 (When do educational expenditures count?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.5,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.5 (When do expenditures in State-funded programs count?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.6,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.6 (What kinds of expenditures do not count?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.8,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.8 (What happens if a State fails to meet the basic MOE requirement?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.9,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.9 (May a State avoid a penalty for failing to meet the basic MOE requirement through reasonable cause or corrective compliance?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.10,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.10 (What actions would we take against a State if it uses Federal TANF funds in violation of the Act?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.11,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.11 (What uses of Federal TANF funds are improper?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.12,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.12 (How will we determine if a State intentionally misused Federal TANF funds?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.13,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.13 (Is there a limit on the amount of Federal TANF funds that a State may spend on administrative costs?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.14,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 263.14 (What methodology shall States use to allocate TANF costs?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.20,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 263.20 (What definitions apply to Individual Development Accounts (IDAs)?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.21,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 263.21 (May a State use the TANF grant to fund IDAs?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.22,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 263.22 (Are there any restrictions on IDA funds?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-263.23,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 263.23 (How does a State prevent a recipient from using the IDA account for unqualified purposes?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.0,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.0 (What definitions apply to this part?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.1,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.1 (What restrictions apply to the length of time Federal TANF assistance may be provided?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.2,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.2 (What happens if a State does not comply with the five-year limit?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.3,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.3 (How can a State avoid a penalty for failure to comply with the five-year limit?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.10,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.10 (Must States do computer matching of data records under IEVS to verify recipient information?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.11,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.11 (How much is the penalty for not participating in IEVS?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.30,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.30 (What procedures exist to ensure cooperation with the child support enforcement requirements?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.31,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.31 (What happens if a State does not comply with the IV-D sanction requirement?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.40,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.40 (What happens if a State does not repay a Federal loan?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.50,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.50 (What happens if, in a fiscal year, a State does not expend, with its own funds, an amount equal to the reduction to the adjusted SFAG resulting from a penalty?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.60,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.60 (What policies and practices must a state implement to prevent assistance use in electronic benefit transfer transactions in locations prohibited by the Social Security Act?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.61,federal (state option),federal regulation,EXTRACTABLE,,,no,"45 CFR 264.61 (What happens if a state fails to report or demonstrate it has implemented and maintained the policies and practices required in § 264.60?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.70,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.70 (What makes a State eligible to receive a provisional payment of contingency funds?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.71,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.71 (What determines the amount of the provisional payment of contingency funds that will be made to a State?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.72,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.72 (What requirements are imposed on a State if it receives contingency funds?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.73,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.73 (What is an annual reconciliation?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.74,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.74 (How will we determine the Contingency Fund MOE level for the annual reconciliation?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.75,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.75 (For the annual reconciliation, what are qualifying State expenditures?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.76,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.76 (What action will we take if a State fails to remit funds after failing to meet its required Contingency Fund MOE level?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.77,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.77 (How will we determine if a State met its Contingency Fund expenditure requirements?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.80,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.80 (If a Territory receives Matching Grant funds, what funds must it expend?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.81,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.81 (What expenditures qualify for Territories to meet the Matching Grant MOE requirement?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.82,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.82 (What expenditures qualify for meeting the Matching Grant FAG amount requirement?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.83,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.83 (How will we know if a Territory failed to meet the Matching Grant funding requirements at § 264.80?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.84,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.84 (What will we do if a Territory fails to meet the Matching Grant funding requirements at § 264.80?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-264.85,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 264.85 (What rights of appeal are available to the Territories?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.1,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.1 (What does this part cover?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.2,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.2 (What definitions apply to this part?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.3,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.3 (What reports must the State file on a quarterly basis?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.4,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.4 (When are quarterly reports due?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.5,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.5 (May States use sampling?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.6,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.6 (Must States file reports electronically?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.7,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.7 (How will we determine if the State is meeting the quarterly reporting requirements?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.8,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.8 (Under what circumstances will we take action to impose a reporting penalty for failure to submit quarterly and annual reports?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
us,tanf-f-cfr-265.9,federal,federal regulation,EXTRACTABLE,,,no,"45 CFR 265.9 (What information must the State file annually?): parts 260-265 not in the corpus; eCFR Versioner API serves title 45 (extract-ecfr, adapter fixed 2026-09-11 for gzip); inherited by all 51 jurisdictions"
