jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-ri,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 715 provisions in Rhode Island's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: repealed_part (1 of 1 not taken); index https://rules.sos.ri.gov/organizations/title/210"
us-sc,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/section-300/block-2,no,strong pattern /less restrictive (methodolog|income|resource)|more/ matched: 'The Social Security Act allows states the option of using more liberal income criteria than SSI in certain instances. South Carolina has received ap'
us-sd,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46"
us-tn,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 665 provisions in Tennessee's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: consolidated_manual_pdf (1 of 1 not taken); manual_landing_page (3 of 3 not taken); index https://www.tn.gov/tenncare/policy-guidelines/eligibility-policy.html"
us-tx,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 4911 provisions in Texas's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: mepd_chapter_landing_html (18 of 18 not taken); mepd_section_landing_html (72 of 72 not taken); mepd_appendix_landing_html (2 of 2 not taken); mepd_forms_notices_revisions_bulletins_pages (5 of 5 not ; index https://fhb.hhs.texas.gov/handbooks/medicaid-elderly-people-disabilities-handbook"
us-ut,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1562 provisions in Utah's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: obsolete_policy_topic_html (1807 of 1807 not taken); index https://oepmanuals.dhhs.utah.gov/"
us-va,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m03/page-55,no,strong pattern /less restrictive (methodolog|income|resource)|more/ matched: 'in this covered group; he may be eligible as MSP (which has more liberal resource methods and standards).'
us-vt,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-5/28.03,no,"strong pattern /less restrictive (methodolog|income|resource)|more/ matched: 'es test; or Apply any income or expense disregards under §§ 1902(r)(2) or 1931(b)(2)(C), or otherwise under Title XIX of the Act, except as provided i'"
us-wa,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1552 provisions in Washington's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: hub_landing_page_html (4 of 4 not taken); additional_tool_manual_page_html (2 of 2 not taken); additional_tool_other_page_or_form (4 of 4 not taken); index https://www.hca.wa.gov/health-care-services-supports/program-administration/apple-health-eligibility-manual"
us-wi,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 831 provisions in Wisconsin's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov; untaken publisher families: meh_prior_release_pdf (24 of 24 not taken); badgercare-plus-handbook_prior_release_pdf (24 of 24 not taken); index https://www.dhs.wisconsin.gov/library/collection/p-10030"
us-wv,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 2275 provisions in West Virginia's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov"
us-wy,M-ST-1396a-a17,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on medicaid.gov"
us,M-ST-1396a-a34,state,federal statute (uscode.house.gov),EXTRACTABLE,,,no,"42 U.S.C. 1396a(a)(34); 42 CFR 435.915 not held (the Medicaid statute scope holds only 1396a(a)(10), (e), (f), (l), (m); 1396b(f), (v); 1396d(a), (n), (p), (q); 1396p(f); 1396u-1; the PL 119-21 scope holds 1396a(xx)); publisher index https://uscode.house.gov/view.xhtml?path=/prelim@title42/chapter7/subchapter19&edition=prelim"
us-ak,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/825-retroactive-medicaid/block-1,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: '827 Retroactive Medicaid'
us-al,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the medicaid queue row (blocked_primary_source); searched 4 provisions in Alabama's program and pointer scopes: Blocked 2026-09-10: Probed 2026-09-10 (plain request plus curl-cffi chrome120 browser impersonation, 20 s timeouts): medicaid.alabama.gov does not answer TCP from this network (requests ConnectTimeout"
us-ar,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-2,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'A-200 Medicaid Coverage Periods A-210 Retroactive Eligibility A-211 Retroactive Eligibility-Long Term Services and Supports A-212 Retroactive Eligibil'
us-az,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-1100-enrollment-1103-fee-for-service/block-2,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'days of prospective eligibility; or Is eligible only for a retroactive period of eligibility. ALTCS Services The customer is eligible for ALTCS servi'
us-ca,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the medicaid queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked 2026-09-10: the DHCS Medi-Cal Eligibility Procedures Manual (MEPM) index returns HTTP 403 with an Imperva/Incapsula 'Request unsuccessful' interstitial (incident id 648000110623365723-46441041
us-co,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-24,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'ys of receiving the information from the client. 8.100.3.E. Retroactive Medical Assistance Coverage 1. An applicant for Medical Assistance shall be pr'
us-ct,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ct/manual/dss/medicaid/1505-45p/block-1,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'lication and determine eligibility for both the current and retroactive period. 5. Document your actions and issue the appropriate notification to th'
us-dc,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9501/block-1,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'ervices during that period. The earliest possible date for retroactive eligibility shall be the first day of the third month preceding the month of a'
us-de,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-3,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'e individual is found eligible as described in DSSM 14920 - Retroactive Coverage.'
us-fl,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/appendix-a-13-active-medicaid-program-codes/page-1,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'd SSI cash assistance determined by SSA. Emergency MICs and retroactive coverage on FLORIDA. Medicaid on FMMIS.) MT A Protected Medicaid for Widows'
us-ga,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2053/block-1,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: '2053 Retroactive Medicaid | Medicaid'
us-hi,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-hi/regulation/har/17/1711-1/page-17,no,"strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'services, the applicant shall: (A) Include the request for retroactive coverage on the application; or (B) Submit a written request to the department'"
us-ia,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-a/page-8,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'ns and Appeals. DIA is responsible for collection actions. “Retroactive period” means the three calendar months immediately preceding the month in whi'
us-id,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/141-149,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: '141 -- 149. (RESERVED) 150. RETROACTIVE MEDICAL ASSISTANCE ELIGIBILITY.'
us-il,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/12868/block-1,no,"strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'ng, the earliest medical eligibility can begin is November (3 months before the month of application). Example 2: Mr. X faxed a completed application'"
us-in,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-in/manual/fssa/chip/ihcppm-chapter-1600/1620.72.00,no,"strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'g eligibility, and there are co-payments for some services. Retroactive coverage is not available under this category. Coverage begins with the month'"
us-ks,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2600-2630-ssi-recipients/block-10,no,"strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'yment, Assistance Planning, Adding Child to Plan, Newborns, Retroactive Coverage, IM-3160 Revision regarding ex parte redeterminations shall be utiliz'"
us-ky,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-2,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: '2 Ongoing/Retroactive Medicaid 1450 Standards of Promptness 1470 Recertification/Interim Changes 1480-1509 Passive and Active Renewals 1500 Negative A'
us-la,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-100/page-15,no,strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'ification Proofing RMA – Refugee Medical Assistance RME – Retroactive Medicaid Eligibility ROW – Residential Options Waiver RPA – Recovery and Pre'
us-ma,M-ST-1396a-a34,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-502/page-5,no,"strong pattern /retroactive (medicaid|medical assistance|coverage|/ matched: 'eived before the end of the provisional eligibility period, retroactive coverage is provided under 130 CMR 502.006(A)(2). (2) Limitations. Provisional'"
