jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us,F071,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/152,yes (irs/dependent),"section body (16798 chars, heading 'Dependent defined', expression_date 2026-07-13) carries the fact: 'urposes of this subtitle, the term “dependent” means— (1) a qualifying child, or (2) a qualifying relative. (b) Exceptions For purposes'; inherited by all states","152: dependent definition (qualifying child, qualifying relative, tie-breaker, support)",yes
us,F072,federal,federal statute,EXTRACTABLE,,,yes (irs/ald),26 U.S.C. 162 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,162: trade or business expenses (individual-facing: SE health insurance 162(l)),no
us,F073,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/163,yes (irs/deductions/itemized/interest),"section body (52598 chars, heading 'Interest', expression_date 2026-07-13) carries the fact: 'ess Subparagraph (B)(ii) shall be applied by substituting “$750,000 ($375,000” for “$1,000,000 ($500,000”. (III) Mortgage insur'; inherited by all states","163(h): qualified residence interest ($750,000 limit) and mortgage insurance premiums",yes
us,F074,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/163,yes (irs/deductions/auto_loan_interest),"section body (52598 chars, heading 'Interest', expression_date 2026-07-13) carries the fact: 's for taxable years 2025 through 2028 relating to qualified passenger vehicle loan interest (A) In general In the case of taxable years b'; inherited by all states","163(h)(4): qualified passenger vehicle loan interest deduction (OBBBA, $10,000, MAGI phase-out)",yes
us,F075,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/164,yes (irs/deductions/itemized/salt_and_real_estate),"section body (12597 chars, heading 'Taxes', expression_date 2026-07-13) carries the fact: 'case of any taxable year beginning in calendar year 2025, $40,000, (ii) in the case of any taxable year beginning in calendar'; inherited by all states","164(b)(6): SALT deduction cap ($40,000 2025, $40,400 2026, MAGI phase-down to $10,000)",yes
us,F076,federal,federal statute,PRESENT,2026-08-03-rulespec-title-26-current-union,us/statute/26/165,yes (irs/deductions/itemized/casualty),"section body (16690 chars, heading 'Losses', expression_date 2026-07-12) carries the fact: 'Wagering losses (1) In general For purposes of losses from wagering transactions, the amount allowed as a deduction for any tax'; inherited by all states",165: casualty (federally declared disaster) and wagering loss limits (90% OBBBA),no
us,F077,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/170,yes (irs/deductions/itemized/charity),"section body (94489 chars, heading 'Charitable, etc., contributions and gifts', expression_date 2026-07-13) carries the fact: 'te of such contributions does not exceed the excess of— (I) 60 percent of the taxpayer’s contribution base for the taxable year, o'; inherited by all states","170: charitable contribution percentage limits, 0.5% floor (2026), non-itemizer deduction $1,000/$2,000 (2026)",yes
us,F078,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/172,no,"section body present (12469 chars, heading 'Net operating loss deduction', expression_date 2026-07-13); inherited by all states","172: net operating loss deduction (80% limit, carryforward)",yes
us,F079,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/199A,yes (irs/deductions/qbi),"section body (29125 chars, heading 'Qualified business income', expression_date 2026-07-13) carries the fact: 'ss income amount of the taxpayer, or (2) an amount equal to 20 percent of the excess (if any) of— (A) the taxable income of the ta'; inherited by all states","199A: qualified business income deduction (20%, thresholds, phase-in, $400 minimum OBBBA)",yes
us,F080,federal,revenue procedure,PRESENT,2026-05-02-irs-rev-proc-2025-32-r2026-07-15-self-contained,us/guidance/irs/rev-proc-2025-32/page-1,yes (irs/deductions/qbi/phase_out),"199A item: '3, 24, 32, 42, 45R, 55, 59, 62, 63, 125, 132(f), 135, 137, 146, 147, 148, 152, 179, 179D, 199A, 213, 220, 221, 448, 461, 512, 513, 529A, 642' at us/guidance/irs/rev-proc-2025-32/page-1 (2026-05-02-irs-rev-proc-2025-32-r2026-07-15-self-contained)",TY2026 199A threshold amounts (Rev. Proc. 2025-32 sec. 3.27),yes (rev-proc-2025-32 policy)
us,F081,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/212,no,"section body present (379 chars, heading 'Expenses for production of income', expression_date 2026-07-13); inherited by all states",212: expenses for production of income,yes
us,F082,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/213,yes (irs/deductions/itemized/medical),"section body (8989 chars, heading 'Medical, dental, etc., expenses', expression_date 2026-07-13) carries the fact: '(d)(1)(B) thereof), to the extent that such expenses exceed 7.5 percent of adjusted gross income. (b) Limitation with respect to m'; inherited by all states",213: medical expense deduction 7.5% AGI floor,yes
us,F083,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 217 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,217: moving expenses (Armed Forces only),no
us,F084,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/219,yes (irs/gross_income/retirement_contributions),"section body (14355 chars, heading 'Retirement savings', expression_date 2026-07-13) carries the fact: 'ection 408( o )(2)(B)(ii). (g) Limitation on deduction for active participants in certain pension plans (1) In general If (for any part o'; inherited by all states",219: IRA deduction limit and active-participant phase-out,yes
us,F085,federal,IRS notices,PRESENT,2026-07-23-irs-notice-2025-67,us/guidance/irs/notice-2025-67/page-1,yes (irs/gross_income/retirement_contributions/limit),"401(k) $24,500 / IRA $7,500: 'ncludes elective deferrals made to the Thrift Savings Plan, is increased from $23,500 to $24,500. The limitation on deferrals under section ' at us/guidance/irs/notice-2025-67/page-1 (2026-07-23-irs-notice-2025-67)","2026 IRA, 401(k), catch-up and phase-out amounts (Notice 2025-67)",yes (notice-2025-67 policy)
us,F086,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/221,yes (irs/ald/student_loan_interest),"section body (5680 chars, heading 'Interest on education loans', expression_date 2026-07-13) carries the fact: 'ed by subsection (a) for the taxable year shall not exceed $2,500. (2) Limitation based on modified adjusted gross income (A)'; inherited by all states","221: student loan interest deduction ($2,500, MAGI phase-out)",yes
us,F087,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/223,no,"section body present (26357 chars, heading 'Health savings accounts', expression_date 2026-07-13); inherited by all states",223: HSA contribution limits and eligibility,yes
us,F088,federal,revenue procedure,EXTRACTABLE,,,no,Rev. Proc. 2025-19 (IRB 2025-23) not taken; the batch-1 run note scanned only 2026 IRB issues; irs.gov/irb posts the Internal Revenue Bulletin issue,2026 HSA inflation-adjusted amounts (Rev. Proc. 2025-19),no
us,F089,federal,revenue procedure,PRESENT,2026-09-10-tax-irs-guidance,us/guidance/irs/rev-proc-2026-24/page-1,no,Rev. Proc. 2026-24: 'ECTION 1. PURPOSE This revenue procedure provides the 2027 inflation adjusted amounts for Health Savings Accounts (HSAs) as determined under' at us/guidance/irs/rev-proc-2026-24/page-1 (2026-09-10-tax-irs-guidance),2027 HSA inflation-adjusted amounts (Rev. Proc. 2026-24),no
us,F090,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/224,yes (irs/deductions/tip_income),"section body (4050 chars, heading 'Qualified tips', expression_date 2026-07-13) carries the fact: 'n under this section for any taxable year shall not exceed $25,000. (2) Limitation based on adjusted gross income (A) In gener'; inherited by all states","224: qualified tips deduction (OBBBA, $25,000 cap, MAGI phase-out)",yes
us,F091,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/225,yes (irs/deductions/overtime_income),"section body (2409 chars, heading 'Qualified overtime compensation', expression_date 2026-07-13) carries the fact: 'n under this section for any taxable year shall not exceed $12,500 ($25,000 in the case of a joint return). (2) Limitation bas'; inherited by all states","225: qualified overtime deduction (OBBBA, $12,500/$25,000 cap, MAGI phase-out)",yes
us,F092,federal,federal statute,EXTRACTABLE,,,yes (irs/gross_income/retirement_contributions),"26 U.S.C. 401, 402, 403, 457 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section",401(k)/402/403(b)/457: qualified plan deferrals and taxation of distributions,no
us,F093,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/408,no,"section body present (70387 chars, heading 'Individual retirement accounts', expression_date 2026-07-13); sections ['408A'] not in any selected scope; inherited by all states",408: traditional IRA rules; 408A Roth IRA contribution limits and MAGI phase-out,yes
us,F094,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 415 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,415: qualified plan contribution and benefit limits (indexed),no
us,F095,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 461 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,461(l): excess business loss limitation (indexed thresholds),no
us,F096,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 469 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,"469: passive activity loss rules ($25,000 rental allowance)",no
us,F097,federal,federal statute,EXTRACTABLE,,,no,"26 U.S.C. 529, 529A, 530 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section","529/529A/530: qualified tuition programs, ABLE, Coverdell",no
us,F098,federal,federal statute,EXTRACTABLE,,,no,"26 U.S.C. 1001, 1012, 1014, 1015, 1016 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section",1001/1011-1016: amount realized and basis rules,no
us,F099,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/1211,yes (irs/ald/loss/capital),"section body (557 chars, heading 'Limitation on capital losses', expression_date 2026-07-13) carries the fact: 'plus (if such losses exceed such gains) the lower of— (1) $3,000 ($1,500 in the case of a married individual filing a separa'; inherited by all states","1211/1212: capital loss limitation ($3,000) and carryover",yes
us,F100,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/1222,yes (irs/capital_gains),"section body present (2400 chars, heading 'Other terms relating to capital gains and losses', expression_date 2026-07-13); sections ['1221', '1223'] not in any selected scope; inherited by all states","1221/1222/1223: capital asset, short/long-term definitions, holding period",yes
us,F101,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 1250 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,1250/1(h)(6): unrecaptured section 1250 gain,no
us,F102,federal,federal statute,EXTRACTABLE,,,no,26 U.S.C. 66 not in any selected us/statute scope; carrying family: 26 U.S.C. USLM XML release points at https://uscode.house.gov/download/releasepoints/ (the 2026-08-03 title-26 union scope was built from one) list every section,66: community income treatment,no
us,F103,federal,federal statute,PRESENT,2026-07-13-recovery-r2026-07-15-self-contained-r2026-07-17-dedup,us/statute/26/1402,yes (irs/self_employment),"section body (29265 chars, heading 'Definitions', expression_date 2026-07-13) carries the fact: 't, if such net earnings for the taxable year are less than $400. For purposes of paragraph (1), the term “wages” (A) includ'; inherited by all states","1401/1402: self-employment tax rates (12.4 + 2.9), 92.35% net earnings, $400 threshold",yes
