jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-ca,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-co,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ct,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-dc,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-de,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-fl,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ga,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-hi,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ia,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-id,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-il,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-in,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ks,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ky,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-la,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ma,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-md,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-me,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-mi,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-mn,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-mo,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ms,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-mt,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nc,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nd,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ne,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nh,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nj,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nm,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-nv,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ny,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-oh,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ok,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-or,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-pa,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ri,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-sc,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-sd,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-tn,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-tx,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-ut,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-va,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-vt,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-wa,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-wi,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-wv,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us-wy,C-ST-1397dd,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397dd,no,federal-only element (42 U.S.C. 1397dd); carried at the us row and inherited
us,C-ST-1397ee,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal statute text held (42 U.S.C. 1397ee)
us-ak,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-al,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ar,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-az,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ca,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-co,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ct,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-dc,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-de,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-fl,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ga,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-hi,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ia,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-id,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-il,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-in,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ks,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ky,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-la,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ma,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-md,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-me,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-mi,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-mn,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-mo,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ms,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-mt,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nc,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nd,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ne,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nh,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nj,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nm,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-nv,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ny,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-oh,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-ok,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-or,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
us-pa,C-ST-1397ee,federal_only,n/a (federal text only),INHERITED,,us/statute/42/1397ee,"yes (variables chip_federal_share, chip_federal_cost)",federal-only element (42 U.S.C. 1397ee); carried at the us row and inherited
